2004001	188	070
2004002	356	557
2004003	883	986
2004004	369	791
2004005	780	941
2004006	597	611
2004007	489	144
2004008	573	471
2004009	783	505
2004010	341	828
2004011	000	607
2004012	498	878
2004013	074	477
2004014	622	476
2004015	593	439
2004016	329	679
2004017	667	688
2004018	570	177
2004019	288	264
2004020	571	597
2004021	832	270
2004022	204	086
2004023	423	936
2004024	031	287
2004025	691	152
2004026	668	247
2004027	708	798
2004028	943	801
2004029	473	485
2004030	640	205
2004031	797	800
2004032	829	151
2004033	469	992
2004034	746	253
2004035	370	911
2004036	550	424
2004037	679	828
2004038	893	631
2004039	970	339
2004040	788	836
2004041	194	935
2004042	073	303
2004043	651	227
2004044	641	092
2004045	004	927
2004046	188	821
2004047	767	731
2004048	791	284
2004049	877	798
2004050	737	933
2004051	478	066
2004052	808	167
2004053	531	487
2004054	130	008
2004055	751	378
2004056	965	409
2004057	726	774
2004058	367	722
2004059	711	229
2004060	642	369
2004061	915	651
2004062	427	649
2004063	453	357
2004064	415	263
2004065	727	472
